"MAT_NOVA_MATRICULA","ALU_ANO_INGRESSO","ALU_PERIODO_INGRESSO","Álgebra Linear I","Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral I","Cálculo Diferencial e Integral II","Engenharia de Software I","Estrutura de Dados e Algoritmos","Fundamentos de Física Clássica","Fundamentos de Física Moderna","Gerência da Informação","Introdução à Computação","Lab. de Estrutura de Dados e Algoritmos","Lab. de Org. e Arquitetura de Computadores","Laboratório de Programação I","Laboratório de Programação II","Leitura e Produção de Textos","Lógica Matemática","Matemática Discreta","Métodos Estatisticos","Org. e Arquitetura de Computadores I","Paradigmas de Ling. de Programação","Probabilidade e Estatistica","Programação I","Programação II","Sistemas de Informação I","Teoria da Computação","Teoria dos Grafos"
"9f0c9f4daffe73a9e195c2c81b2cc367",2014,2,NA,7.8,6.8,7,NA,NA,7,NA,NA,9.2,NA,NA,7.4,8.7,7.7,NA,NA,NA,NA,NA,NA,7.4,7.7,NA,NA,9.1
"9f3cb63cad13c0d9dd13e9549832b548",2011,2,NA,5.8,5.1,NA,NA,5.7,8.2,NA,5.1,7.5,8,NA,7,7.1,8.2,5.1,6.3,NA,NA,8.5,NA,7,6.5,7,NA,7
"9f9201bf56c1bf52f0b7df69e9de50ab",2012,2,6.2,NA,8.1,5.1,7.3,8.5,7,7.7,8.7,8.7,8.1,8.3,9.6,8.4,8.8,7.8,8.2,7.1,9.2,9.2,6.5,9.6,8.1,8.7,7.9,7
"9fd681a2123ebe3572ac53a2dcffb132",2007,2,5.4,8.9,6.8,5.6,NA,NA,7.3,8,7.8,8.1,NA,NA,8.5,9.6,9,NA,6.7,NA,NA,NA,NA,8.3,6.4,NA,6,9
"a022730e619717b9e40e641ce3d4c779",2014,1,7,5,5.3,NA,NA,5.9,NA,NA,7.6,8.7,NA,NA,7.5,7.7,8.3,NA,7.8,NA,NA,NA,NA,7.5,7,2.5,NA,6.6
"a05e31c66788743d4e744e9cbdbf8094",2003,1,NA,9.5,8.7,NA,7.7,8.2,8.1,9.1,8.1,9.3,7.7,9.4,8.9,9.3,9.5,9.9,7.6,NA,9,9.2,9,8.6,9.2,8.6,9.8,9.3
"a06068d5a64244c619c90547e02501f5",2011,1,8.7,8.3,5.4,5.2,8.9,7,7.8,6.1,5,8.7,7,6,8.1,6.7,8.7,7,7.5,7,7.2,9,7.2,8.2,7.1,5.8,7.6,5
"a0c79a6ddd5950a69143886d6c2ab938",2004,1,NA,7.9,5.5,NA,7.6,7,NA,9,NA,9,7.4,8.2,8.4,6,8.6,8.3,7.2,7,7.9,7,5.9,7.6,5.4,8.6,6.8,7
"a15063fddc13c6730e32f329b0759aad",2011,1,5.7,7.2,6.1,5.3,8.7,6.4,5.3,8,6.4,8,7,9.6,7,6.1,9.3,7.7,7.1,7.6,7.3,8.9,7,7,5.2,8.9,5,7.3
"a1745c81d2a4221449ff85ffee24016b",2007,1,7.7,9.5,8,NA,8.8,7.7,8.7,10,8.5,9.6,9.6,8.7,9.4,8.7,9.2,9.2,9.3,8.9,8.4,8.3,8.5,9.3,9.4,9.5,7.2,8.1
"a174960935a1932f37e4e173e19fd699",2009,2,7.2,7.3,7.2,6.1,8.7,7.2,7.5,9.7,7.1,7.7,8.6,8.3,7.8,9,7.6,7.5,7,7.2,7.5,7.2,5.1,7.9,7.8,8.3,7.5,7.6
"a1d63b85014e273820e08e702ed9bbd5",2004,1,6.6,5,7.3,NA,NA,NA,7.9,7.3,7.2,8,NA,NA,8.7,8.9,7,NA,9,NA,NA,NA,NA,9.3,7,7.8,NA,8
"a1e5db8528ff5141807609b8c92ce527",2009,1,9,8.1,5.9,5.7,7.8,6.5,8.7,9.4,8.3,8.4,7.6,8,6.7,8,8,7.8,7.9,6.5,8.6,8,6.7,6.2,7.9,8.7,6.8,7
"a23689d25fb0c3120780717744e106d5",2005,1,NA,7.2,5.1,NA,5.6,7,5.5,5.4,8.6,7,7.6,7.3,8.7,7.9,7.8,5,6.8,5.4,7,7,5.1,7.7,6.3,7.4,7.5,5
"a2e26c847ffc50a85645a2be0dea59e5",2013,2,7,6.8,7.5,6.1,7.2,7,5,7.2,9.3,NA,5.9,NA,8.7,8.6,7.7,8.5,7,9.8,NA,9,6.1,8.7,8,8.6,6.7,7
"a2e992c90d6a043e82c145dfc7645960",2010,2,5.5,7,7,6.4,9.6,7.1,7.3,8.8,7.8,8.4,7.4,9.1,8.9,8.2,7.3,7,6.4,7.4,8.2,7.1,5.4,8.5,8.2,8,7,7.3
"a350d6f47e6003601f8d254d415cfe01",2014,1,9.3,9.3,7.4,8.7,NA,8.9,7.3,9.2,8,9.7,8.3,9.6,9.1,9,8,9.5,8.7,9.9,10,8.9,9.6,9.1,8.5,9.8,9.7,10
"a362053eb5af17a7b9d7236b38624833",2002,2,NA,5.3,5,NA,7.2,5.5,7.1,7.3,7.8,7,5,8.1,7.1,7.2,7,6.9,NA,7.2,7.2,5.5,5.4,5,5.5,5.8,5.6,5.5
"a36bed85026d3e00f984475e98d35c60",2003,2,8,6.9,7,6.7,NA,7.5,5.6,7,7.8,7,7.6,8.1,7.2,6.7,7.9,4,NA,NA,2.5,4.1,2.3,5.1,NA,8.2,5,5.7
"a3803ffa1dd34b65d3ca1202417bb78f",2006,2,NA,6.9,8.3,NA,7.9,7.4,7.3,7.7,9.2,8.2,7.7,7.5,7.4,8,8.8,NA,5.1,5,5.8,5.2,5.7,7.2,7.2,8.4,5.3,6.4
"a3ae7f3a8ada9e45a0cdacca3fe85438",2014,1,7.8,7.7,7,7,NA,7.2,7.3,5,7,8.3,7.6,8.4,9,9.7,8,9,7.8,NA,7.7,7.3,6.9,9,9.2,NA,7.3,7.6
"a3cd63068a2e11469bd5d4d18db80134",2008,1,8.9,8.7,7,7.5,9,8,7.5,8.8,8.5,9.3,9.8,9.5,8.7,9.7,9.6,8,7.6,9,9.7,6.7,7,8.6,9.4,9.5,9.1,9.5
"a3eaa07902f704cc9fd8d5b4809453a4",2010,1,8.2,5.7,5.9,5.7,0.5,7.1,7.7,9.2,7.5,8.2,7.4,7.8,7,7.6,7.4,2.4,8.1,NA,7.3,NA,7,5.6,7.8,8.8,8,7
"a3fe312374444731e9292aa4688539af",2004,2,0,7.3,7.3,NA,NA,7,NA,5.3,7.4,8.8,7.2,4.5,9.2,8.5,9.3,2.7,5.7,NA,1.5,7.2,2.2,8.6,5.9,7.5,7.1,5.8
"a44f0fabf62b514b9001f37237bd0d47",2010,2,3.6,7.4,5,5,NA,0.8,7,7.8,6.5,5,NA,NA,5,NA,7.3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5.8
"a4911f2dfb6d056f2ebca026f64a7d8d",2013,1,5.6,6.4,6.6,6.9,5.1,5.1,7,8.8,7.9,8.6,6.5,7.8,5,8,7,7,6.4,6,7,7.3,6.3,7.7,7.4,7.4,7,5.1
"a49d898f63816361fcb5c8558024dc2e",2009,1,7.1,6.4,8.7,5.2,7.1,7.3,5,8.3,8.4,8.9,9.1,8.8,8.8,8.2,8.7,7.9,7.1,8.3,8.5,9.5,8,8.1,9,9.6,5.6,6.1
"a4b4ffe50f32b1fa75a0438cc0e9e562",2011,1,2.2,7.4,7.8,NA,NA,6,8.8,NA,5.1,7.4,6.3,NA,6.8,6.1,8.7,7.1,5,NA,NA,7,NA,6.8,8.3,NA,5.8,7.3
"a4b7d46f069b015145861295521e821e",2013,2,7.2,5.2,6.9,5,9.2,7.6,7.2,8.1,5.8,7.4,7.3,9.2,6,5,7,5.1,5.6,5.2,6.3,5.2,6.1,5.7,7.3,5.7,5,8.5
"a51134ae75abd07c384eb79ec28d1765",2012,1,5.8,8.3,6.5,5.9,8,7.3,7.5,8.5,8,9.1,7.8,7,8.6,8.7,8.2,8.9,8.7,9.6,9.6,9.3,8.2,8.6,8.8,8.4,7,9.4
"a53485359ca13c216e6f4c2a73c0801c",2013,1,NA,NA,6.8,NA,NA,0.2,NA,NA,7,7,0.4,NA,7,5.2,7,NA,NA,NA,NA,NA,NA,7,5,NA,NA,7
"a55726792f718f449b02540bc88a502f",2011,2,1.8,5.6,5.3,6,NA,5.5,7.3,5,7,8.6,5.3,NA,5.8,5.3,7.5,NA,5,NA,2.9,NA,0.9,5.8,7,3.1,3.7,7.8
"a57e5602b7247150de78257ea7a12fa9",2006,2,7.3,NA,9.2,NA,8.2,7.3,7,7.1,8.7,8.7,8,9.6,8.3,8.3,8.4,NA,7.2,7.8,8.4,7.4,5.2,8,9.5,9.3,8.8,8.1
"a5ae814dddb1d80d4454eb709794e111",2012,2,NA,6.3,7.2,NA,NA,7.1,7,NA,7,7.7,6.3,NA,8.5,7.1,7.3,NA,5.7,NA,NA,8,NA,8.5,7.3,8.7,7.7,8.4
"a63a094d46fc55a8423b84a7709e8308",2008,1,7.6,7.8,7.2,5.7,7.6,7,7,8.5,7,8.8,8.3,7.4,9.3,8.8,9.2,7,6.1,7.4,7,5,5.4,7,8.1,8.2,5.7,6.8
"a6fc51abfa7c9284c4b08cb9beb8fc2a",2014,1,6.7,9,8,6.5,NA,6.6,5.2,6.5,7.4,7.9,7.5,9.3,8.2,7,NA,7.3,5.5,NA,9.8,8.3,5,8.2,7,10,7,7
"a7205d7d36d9900e2514f3796776d632",2011,2,6.3,6.9,6,6.4,7.9,7.7,9.2,6.4,5.5,7.4,7.5,7.4,8.7,6.6,8.7,7,7.9,7.7,7.2,7.8,8.1,8.6,8,7.9,7,7
"a7651ddd3c5cad98f65a85cbcf01f13e",2013,2,8.7,8.1,7.8,NA,NA,NA,8.2,7,NA,9.4,7.3,8,8.7,8.5,NA,6.8,7.9,NA,8.2,7.9,NA,8.7,8.6,8.4,7,8.2
"a7c93973d3ad1e211b977a431e6fe20f",2013,1,NA,7.6,7.7,5.4,NA,8.1,7.2,NA,7.1,7.7,7.4,NA,8.1,7.9,7.8,7,7.1,NA,NA,7.5,NA,7.1,7.4,6.7,5,7.3
"a808af69cf2752b1253783e6ca4467a8",2012,2,6.3,7.2,7,6.2,8.6,7.4,9,7.4,8.4,8.9,7.4,NA,9.4,8.9,8.7,9,8.5,NA,NA,8.9,7,9.4,8.8,8.2,7,9.4
"a80b61dd130c1844c4d94a04c4611385",2011,2,0.7,6.3,5,1.7,NA,5.3,5.2,NA,5.8,8.2,5.6,NA,7.2,5.1,8.3,7.1,5,NA,NA,3.9,NA,7,6.1,2.8,5,5.9
"a83a0e3f1a1739c77d581835ca89f76a",2010,2,6.7,5.8,5.2,7.5,8.3,5.1,7.3,5,5.3,8.3,5.2,8.7,7.2,7,7.2,7,6.5,6.4,7.3,5.5,5,7,7.6,8.4,7.5,7.9
"a93f138e374b9db3506e0049e35b0c98",2011,2,NA,6.7,7.5,NA,NA,NA,2.6,NA,NA,7.5,NA,NA,7.2,5.8,8.5,NA,NA,NA,NA,NA,NA,7.2,7,1.2,NA,7.3
"a9c61a4dd8d1410876feb3eb920000d1",2010,2,5.1,7.8,7.1,5.1,NA,NA,5.6,9.3,NA,5.1,NA,NA,6,4.6,7.4,NA,NA,NA,NA,NA,5,6,5.3,NA,NA,5
"a9ed276cf5d75ed7d74f6fef6544ccb6",2012,2,3.3,5.2,5.3,5.5,NA,5.4,NA,6.2,7,7.2,NA,NA,9,5.9,8,5.7,5.4,NA,NA,7,NA,9,6.3,7,5,5.4
"a9ef73451b51df5a5a5118f280e7cd07",2012,2,7.7,NA,NA,6.4,9.4,7,8.8,NA,7,8.9,5,8,9.1,7.4,9,7.6,7.4,9.7,8.7,7.5,7,9.1,7.7,8.6,7.7,9.2
"a9f13f47680460ead49c3f46a03237fe",2005,1,8,7.2,5.6,NA,7,7,8.9,7.1,7.5,8.8,9,9,8.4,9.7,8.1,6.1,6.8,4.5,7.9,7.1,5.1,7,7.6,7,5.8,7
"aa4a1d00401ec0ed696e6fb8c366cf4e",2010,1,5,7.4,5,5.1,NA,5.1,5,7.3,6.5,7.8,NA,4,5.1,5,7,5,5.4,NA,3.1,7,NA,5.1,5.3,3.7,5.1,7.2
"aa999ff2e2d964059e04f6fb2e99e835",2012,2,5.3,7.5,NA,5,5.5,5.6,6.1,7,7.2,7.7,6.4,8.2,8.4,8.7,7,5.4,7,7.4,5.4,9.6,6,7.5,8.3,8.3,5.4,7.6
"aa9dee8aaee6220dee3ae41dcd186048",2002,1,NA,8.2,7,NA,7.5,5,5.4,7.5,6.7,7.3,7.1,6.4,7,8.5,8.6,7.5,6,5.1,7.4,7.5,8,7,5.2,8.9,6.8,7.8
"aae7c040aa1bcea40468173aa78d1668",2008,1,7.5,8.2,8.3,5.1,8.7,5,7,7.9,9,9.1,7.6,8.8,5.6,9.3,9.6,8.5,8.8,10,9.1,7.2,5,7,7.1,8.6,6,6.4
"abb7a1d8b66bf8e91f5c5e3151ac4b5b",2005,1,NA,7,6.5,NA,8.5,5,7.3,7,7.8,7.8,8.8,7.8,5.4,8.9,8.6,NA,7,7,7,6,7.2,6.1,7.6,8,5.5,7
"abe1ef0257cac0da67b96b1ee14f2669",2012,1,7.3,7,5.8,5.2,8.1,8,5,5.6,7.2,6.3,8.7,8.7,7.4,8.7,6.5,5.4,5.2,7.3,7.3,5.4,7,7.4,7.9,7,5.3,6.7
"abea5f3571e6f0506348eccde057b7f7",2012,1,5,7.4,7.2,6,7.5,7.1,7.3,6.6,7.4,7.8,7.5,8,8.9,7.9,8.2,7,7.3,6.1,6.6,8,5.1,8.8,7,9.1,6.5,7.6
"abeac102eefc7bad95aad2df09595407",2014,2,7,6.7,7,5.9,NA,7,5.6,6.3,10,8.6,7.4,10,7.9,10,7.9,9.4,7,NA,9.5,NA,7,7.9,10,10,6.6,8.8
"abf9834a2fe97b6f55e7ec751e26a596",2011,1,NA,7.7,5,5.3,NA,7.4,5.1,9.2,7.8,7.7,7,NA,7.7,7.6,NA,NA,7.3,NA,NA,NA,NA,7.9,7.7,NA,NA,7.5
"ac2d221649ac52770b22038f01270093",2013,2,NA,7.3,6.8,5,NA,5.6,NA,NA,7.1,8.2,5.6,NA,8,8.3,NA,NA,7.2,NA,NA,8.7,1.5,7.9,8.1,1.5,9.4,7.8
"ac87cf8090ff78a78bf4c02efcd1e9f8",2005,1,NA,8.7,9.5,NA,9,8.2,8.3,9.5,8.5,8.9,9.7,8.8,9.3,8.8,8.6,10,8.4,8.6,8.6,9,9.5,8.7,8.7,9.4,8.1,8
"aca5526228bef6f411cfb54fa8fbf1ac",2012,2,5.2,5.6,7,5,8.7,7.6,7.5,7,5,6.6,7,8.2,9.3,8.2,7.9,NA,7.6,5,7.5,NA,6.5,9.3,8.2,NA,9,8.3
"acdcdc8c0c47ac72863fb8a00f473e8d",2010,2,5.8,7.7,5,7.3,NA,6.4,8,NA,5.6,7.1,6.5,NA,8.8,6,7.8,7.5,7.3,NA,NA,8.5,0,8.8,7.1,NA,8.4,7.3
"ad2100e0a147d8efc0457a804831c495",2013,1,6,6.2,5,5,5.6,5,5.2,5,6.8,6.4,5.3,7,7.4,7.4,7,5.4,5,5.1,5,5.8,6.9,9.8,7.9,9,5.4,5.5
"adadbed5d49b88390ce12d9526d00328",2009,1,3.4,5.4,NA,NA,NA,NA,5,8.1,8.4,7.3,NA,NA,7,7.2,9.7,NA,NA,NA,NA,NA,NA,6.1,5.5,7.5,5.8,NA
"adfdefce11620aa188c9c08c202a4115",2000,2,NA,7.2,6.2,NA,7,7,6.5,9.1,8.3,6.2,8.7,8.6,8.2,7.6,7.8,8.7,6,7,7.7,8.4,7.6,8.4,7.6,6,8.4,7.8
"aec39a8872f1342b689be20f54cc88e3",2011,2,NA,6,5,NA,NA,5.9,8.3,NA,5,5.2,6.2,NA,7.2,7,8.3,NA,5.8,NA,NA,NA,NA,7.2,7.6,NA,NA,7.5
"aecde469f631995dd0845a198e7409f6",2011,2,NA,5.8,5,0.7,NA,5.1,7,NA,5.3,7.5,5.2,NA,7.5,7.1,8.2,NA,5,NA,NA,NA,NA,7.5,5,NA,NA,7.3
"aefa2afd4fcf155c9cb845605b74425f",2014,1,8.4,9,6.3,7.8,NA,8,7.5,8.2,8.2,9.3,8.5,9.3,10,10,8,9.7,9.5,9.9,10,9.4,8.6,10,10,9.9,8.7,10
"af0193e84c8f8f0433154c1c6fe735ab",2013,1,5,5,5.9,5.6,8.4,5.3,7.6,8.4,5.5,8.6,6.1,7.4,7.3,7.1,6.1,5.5,7.8,7.3,7,5.1,7,7.3,7.1,5.4,5.5,7.8
"af2a1bf2fad9f28c5e6554a2cd70062c",2013,2,5.8,7,5.8,6,NA,5,7.4,6.3,7.5,7.5,NA,NA,5.5,5.1,8.2,7.4,5.4,NA,NA,NA,NA,5.5,5,7.4,7,5.7
"af43d01662301c51e38fb1e920476e78",2008,2,7.3,8.9,9.2,8,7,7,NA,9.1,8.1,9.6,8.3,8.4,8.7,9.3,7.6,7.6,7.9,7.1,8,6.3,5,8.2,9.1,8.9,7.4,8.9
"af8a68aac94578241f6cb5eb555919ed",2013,2,5,5.1,7,6,NA,1.1,5,NA,5.4,7,NA,NA,7.5,NA,NA,NA,6,NA,NA,NA,NA,7.5,7.3,NA,7.8,9.5
"af8b2c66a89c5143ae7b5c4346fd8ec8",2006,2,8.3,7.7,7.9,NA,8.7,7.4,8.6,8.1,8.3,9.4,8.9,10,5.9,9.1,8.9,8,7.7,7.2,8.3,7,9.1,5.6,8.5,8.6,7.8,8.4
"b0097a01d0579cdd20b15c03b62d7309",2003,2,NA,5.4,7.5,NA,8.5,5.8,5.4,6.1,8,8.5,7,7.3,8.3,7.3,7.7,6.4,NA,7.9,8.2,5.3,7,7,7,9.1,6.5,5.6
"b04c50c15731133686f603ffa4051c73",2011,2,7,5.9,5.1,8.3,6,5,7,8.3,6.9,7.8,5,10,8.6,5.1,7.5,5.2,5.6,5.4,5.4,5,7.6,7.8,8.7,5.8,5.5,7.6
"b050768f11c0947dbcbec70c411f7468",2011,2,5.2,7,5.6,5.1,NA,NA,7,7.5,8,5.3,NA,NA,5.1,NA,7,NA,NA,NA,NA,NA,5.3,5,5.8,NA,5,NA
"b09b7c585efc745b4e58713035510b22",2012,2,NA,4.1,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,7.2,NA,8.2,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"b0d0340ad6abbe1f8352e251b0d4696c",2010,2,2,7.3,8.7,5,NA,NA,7.7,NA,0,9.1,NA,NA,8.1,5,8,NA,7.7,NA,NA,NA,NA,8.1,5,NA,NA,NA
"b14309b09b66f0e7f1d6cd4be7d9be9b",2011,2,0.8,5.2,NA,NA,NA,5.1,NA,NA,5.6,7,5.5,NA,7.6,6.1,8.3,NA,NA,NA,NA,NA,NA,7.5,5.3,3.6,NA,7
"b163b86262f1079e98cb0c5a7163f3bc",2003,2,NA,5,5,NA,NA,NA,0,NA,NA,7.2,NA,NA,7.2,7,9.5,NA,7.3,NA,NA,NA,NA,6.1,7,NA,5.2,7.9
"b1896bea568715f5e91710d48ee0c3a1",2004,1,NA,10,7.6,NA,8.2,8.4,5.5,10,8.6,8.8,8,8.7,8,8.9,7.4,8.8,8,NA,9,8.9,8.2,8.6,7.2,8.3,8,7
"b1ba5614a719cc030f1d73b7447b9f27",2013,2,8.5,7.7,8.5,7.4,7.5,7,8.1,8.3,7.5,8.2,5.8,8.5,9,8.2,NA,NA,8.5,NA,7.8,NA,7.8,9,7.2,7.6,NA,7.8
"b1c3c6692866003470a5b619623feceb",2007,1,NA,5,6.8,NA,7,7,7,8.5,7.6,7.3,7.5,NA,7.8,8.3,7.51,NA,5.4,7,NA,NA,5.7,7.3,8.5,8,7,5.3
"b202c82a7800af1feb84ede142b7627a",2003,2,7.5,7,6.1,NA,7.5,6.3,NA,5.8,7.8,7.4,7.9,8.4,8.1,7.6,7.5,7,6.8,8.8,8,8.6,6.5,8.1,7.5,9.2,7.5,8
"b20b1d37d084e26c055aed4d86c9e051",2014,2,5,5.3,7,5,7.3,5,7,9.7,7.5,7,5,8.5,7.2,6.1,7,7,6.7,7.1,5.8,8.9,5,7,8,6.3,5,7.5
"b2112031f0fadefb51a89df48c18c244",2012,1,6.3,6.1,7.1,2.9,NA,5.8,8,NA,5.3,7,6,NA,7,5.7,8.8,2.6,5.9,NA,NA,7.5,NA,7,5.6,2.3,6.6,5
"b214edb227b9a2f27bb0fda04a628498",2012,1,6.8,9.7,8.4,6.4,8,7,7.2,6,8.8,9.6,7.1,5.9,7.3,7.6,9.2,7.3,7.9,8.5,5.3,7.4,NA,7,7.2,7.2,6,5.6
"b21dd0ec88f08bffa084e90a7ceeb73e",2009,2,NA,5,NA,NA,5.7,5.6,5,8.5,8.5,5,7.1,5.1,7,9.3,8.5,5,7.2,NA,5,5.5,5.9,8.1,6.1,7.7,5,7.2
"b22f5e33e3c079b25689de1b3ba208f8",2005,1,NA,7.5,6.7,NA,7.7,7.2,5.8,7.3,9,8,9.3,9.1,6.8,9.3,8.6,8.9,7.7,7.2,7.2,7.3,7.5,7,8,8.8,9,6.2
"b23cb4b6ca448f9d54af8241d53560fd",2013,2,NA,NA,5,NA,NA,NA,NA,NA,NA,6.6,NA,NA,5.9,5.2,8.3,NA,7.4,NA,NA,NA,NA,5.9,5.5,NA,NA,5
"b2b68bbe7f734df76d2b9a1a17b8f3b7",2001,1,NA,7,7.8,NA,7,5.2,7.1,6.9,7.1,6,5,8.5,7,7.3,9.5,8.2,7.2,7.1,7,7.6,5.1,5.3,5.3,5.2,7.4,8
"b2c6c2564f12e551a269ec9f21bb8ba7",2007,2,6.2,7.2,5.8,7.2,7,5.4,7,7.1,7.7,7.4,7,7.2,8.5,9.3,10,6,6.8,5,7.2,5.5,5.5,8.2,7.4,7.7,7.8,6.5
"b37862c3a6409552d67a9dc47f31295f",2012,1,5,5,5.3,5.5,7.4,5,7,8.3,7.1,7,9,7,7.4,8,7.8,5.7,7.4,6.3,7.1,8.3,5.5,7.5,7.4,8,5,8.3
"b38d5ca11134a1f33202649f85b1a303",2010,2,5,8.3,6.3,6.4,7.9,7,5.6,9.3,6.1,7.7,8.1,7.8,5,7.4,7,7.4,5,5.6,5.2,7,5.7,5,7.5,7.5,7,7.3
"b39fbc0f9012ce1b69a90598c8cc038b",2011,2,5,7,7.7,5,8.2,6.2,8.2,NA,8.6,5.8,7.2,7.8,7.5,8.4,7.8,NA,5.1,NA,6,NA,NA,7.1,5.7,7.5,5.1,7.1
"b3ad055f95d5614466265c81e2b99bb3",2009,2,NA,5.5,5.1,0.3,NA,NA,NA,NA,NA,7.2,NA,NA,6.9,6.2,7.3,NA,NA,NA,NA,NA,NA,5.6,7.3,NA,NA,6.1
"b3eda912210e354838d99291c93b4aa8",2004,1,NA,7.9,5.5,NA,7.6,7.2,NA,6,8.3,8.4,7,8.7,7.9,8.8,7,9.2,6.6,6.3,8.2,9.6,6.6,7,7,7.3,7.6,7.2
"b416b6cfb2e862eceff39acba5dd9bb0",2006,2,2,6.2,6.3,7,NA,6.3,7,7.5,8.2,7,5.7,NA,5.4,8.3,5.4,6.8,5.8,NA,NA,NA,6,5,5.3,7.5,5.1,5
"b49229c7a54a91b0fcd7ed9836a30992",2000,2,NA,7.8,7,NA,8,8,7,10,8.2,9.2,9,8.3,9.6,8.6,7.6,10,7.3,7.5,9,8.9,8.7,8.2,7.3,8.5,9.8,6.3
"b4cc694331af360f3822aabf012eb4a0",2000,2,NA,8.1,7.5,NA,7,7.9,7,9.6,8.2,6.2,8.9,8.6,8.8,9.3,7.7,8.3,7,7.6,7.4,8.9,5,8.2,8.5,7,8.2,8.1
"b4eac5dc6711edb75bb1d8e61c603e4c",2006,2,7.3,6.3,7.3,NA,7.2,7,7.5,7.8,7.6,8.4,7,7.3,8.3,9.1,7.8,8.1,7.3,6.8,7.5,6.8,8,7.4,8.2,7.3,5.3,7.4
"b51e567bd28d53a292b54d9d340c0b88",2011,1,NA,3,0.5,NA,NA,NA,NA,NA,5,7.2,NA,NA,7,5.1,7.2,NA,NA,NA,NA,NA,NA,7,5.3,3.8,NA,5
"b52bc0753586a8a640c8e9f2cf2aff54",2008,2,5.6,6.4,6.6,6.9,NA,5.1,7,8.8,7.9,8.6,6.5,7.8,5,8,7,7,6.4,NA,7,7.3,2,7.7,7.4,7.4,7,5.1
"b53a04521c88c84679b9b87bad4d20c9",2001,2,NA,7.2,7,NA,7,7.4,8.3,5.9,7.8,6.2,6.5,NA,7.6,8.7,5.7,6.5,8.4,7,NA,NA,5.3,7.6,6.1,5.7,5.8,7.1
"b55a42782f3a8a7f6342c426e11360be",2014,1,7.3,6.2,5.8,NA,NA,6.4,9.8,NA,7,8,5,NA,5.9,7.2,7.6,NA,5.6,NA,NA,NA,NA,5.9,7.5,8.2,NA,6.3
"b584c4121a24822c62cafe73fe5ff5b5",2009,1,5.1,5,7.3,6.1,7.1,7.8,5,9.7,7.4,5.4,8.3,9.8,7,5.6,6.2,5.4,6.1,NA,6.9,7.8,NA,6.5,5.8,7.1,7,5.7
"b5b76d30074525dbe9e633945497462e",2001,2,NA,9.2,8.3,NA,8.6,8.3,9,10,8.1,8.9,8.1,10,9.2,9.5,7.8,9.7,9,8.8,7.4,9.4,9.5,8,8.3,8.6,7,9.6
"b612c36e71cec1bf04b4a47748b0ba24",2001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7.4,5.3,5.9,NA,3,NA,NA,NA,NA,5,3.6,NA,NA,5.4
"b6a7706b26d4f7242b7b400b80ce5e1e",2011,2,5,NA,NA,9.2,7.6,7.1,7,8,5.8,6.3,7.2,8.3,6.1,5.4,7,5.8,7.3,7.9,5.6,5,5.7,5.8,6.5,7,5.8,7.6
"b6d067fe43c600312b8e30eba597d158",2010,1,NA,5.6,7,7,NA,NA,NA,NA,8,9.5,NA,NA,7.3,7,7,NA,6.7,NA,NA,NA,NA,7.5,7,7.7,NA,7.3
"b6eb79fe39c985a243dda421d96f0017",2011,1,7,8,7.9,6.7,7.8,5,7,8,7,9.2,5,7.5,6.7,7.9,9.5,7,7.4,7.1,7.1,7.5,5,7,8.4,7.8,6,6.3
"b6f76d7248f2453d4f751b6a5c44762d",2011,1,5,7.1,5.8,5,8.4,6.1,6.4,7.3,5.2,8.1,6.3,8.3,7.1,6.4,7.5,7,5.9,8.1,7.3,7,5,7,7.4,8,7.7,6.2
"b6ffa1483a93b85bbe28d9ee0539711d",2014,1,6.8,7.3,8.7,5,NA,5.7,7.7,NA,NA,9.1,NA,NA,8.1,5,8,8.1,7.7,7.5,NA,7.3,5.4,8.1,5,8.7,8.2,7.5
"b7545805a1c96cd77c67dccacf3c9ec5",2014,1,5.4,5.4,5.5,7,7.1,5.4,6.4,5.7,7,8.4,6,7,8.6,7.3,8.7,NA,5.1,5,7.6,NA,6,8.6,7,NA,8.5,8.4
"b7d2d3386aab9c8c84bdc38b78fd76e8",2007,2,6.2,7.2,5.3,5.1,NA,5.7,7.2,8.5,8.6,7.2,7,NA,7.5,9.6,10,5.1,5.4,NA,NA,NA,NA,7.6,8.2,7.6,6.9,7.6
"b7ea8dece8d901c6fbb862d01d6daac2",2011,2,5,5.6,5,5.4,8,7,7.5,6.8,7,7.1,7.4,7.8,6.8,7,8,5,7.3,5,7,7.4,6.9,6.8,7.1,8.2,6.2,7.3
"b81090f1f1ececc66f98a25a1c23f803",2013,1,7.5,7,5.6,8,7,7.4,8.5,7.2,8.2,7.7,7,NA,5.4,5.1,7.3,7.8,8.3,7.7,NA,7,6.1,5.4,5.7,6.7,6,5.5
"b8625f03fbd684818939e6c492bb66b2",2003,2,NA,5.4,7.8,NA,NA,NA,NA,NA,0,7.6,NA,NA,5.4,NA,9.4,NA,3.1,NA,NA,NA,NA,7,NA,NA,NA,5
